instruction,input,output
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","I did not know the Islamists were all sick, what disease is this?",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Musulman est une religion pas un pays.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Non esistono popoli naturalmente più violenti di altri.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","We are in a civilized and secular country in which everyone is free to profess the religion they want. As a Christian has the right to go to church every Sunday, a Muslim must have the right not to eat pork.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Much like your statement then.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Senza esagerare mi sembra che ci sia di peggio del profeta. Tipo il sentimento di peccato e colpa di chi amministra il culto.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",They are victims of discrimination in hiring.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Violence against women is mostly domestic, made by Italian close to the victims.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Islamophobia is a crime against Muslims, punishable by law, it is in no way a duty.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Muslims are already integrated into France. They drive our buses, educate our children and build the nation.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Il n'y a nul contrainte en islam, le port du voile par la femme est un choix personnel, et de foi, il n'est nul exigé par la famille ou le mari.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",C'est amplifié par l'actualité.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","They have been confined by the government, bravo the freedom of women.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",About 6 million Muslim citizens in France against a dozen 'terrorist' people allows you to soak everyone in the same bath? Nice thinking!,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Explain? Such offensive language and diversity is a strength.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",For all who are you referring to? Your statement is very general.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",E' la presenza del crocifisso la vera mancanza di rispetto in uno stato laico.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","The Arabs have no interest in conquering Europe. The majority want to live in peace, as the majority of Italians.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",La criminalità non dipende dalla nazionalità e dalla religione.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",How exactly are Muslims oppressing other cultures? Do you think maybe spreading the opinion that all Muslims are homophobic and sexist demonises them and legitimises oppressing their culture?,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Islam cannot get along with science because is illogical.,hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Veiled women work as doctors, teachers, researchers, artists.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Que de mensonges et de manipulations.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",I know many Muslims who are wonderful people and have done nothing wrong to this world. You should not insult people based on their religion.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Accogliamo queste persone nel nostro paese e così facendo ci ritroviamo circondati da estremisti.,hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Gli arabi sono alcune centinaia di milioni: se fossero tutti terroristi avrebbero già distrutto l'Europa. I terroristi sono una minoranza, che spesso colpisce altri arabi: negli attentati compiuti da arabi ci sono state molte più vittime arabe che europee. Si parla molto degli attentati compiuti in Europa, ma ci sono molti più attentati in Asia e in Africa.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",An eye for an eye makes the whole world blind.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Or occupied palestine, apartheid south africa, ireland during the troubles, so many homophobes and racists, some parents, my old pe teacher and many, many state schools in the us.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Muslims are all scum.,hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",La violence est condamnable en islam.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","1. Nessun 'arabo' (termine molto generico), ha mai voluto imporre la propria religione 2. Sta forse suggerendo di dare soldi a dei trafficanti di esseri umani?",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Many rapes are also committed by non-Muslim perpetrators. Are you picking out Muslim rapists selectively to support the ideology you are trying to propagate?,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Has anyone ever tried to convert you? Me nobody.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","C'est faux. Pour preuve, des femmes d'autres confessions peuvent porter un voile, chez les chretiennes ou les juives par exemple.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Scapegoating the Muslim community does not help us to prevent rape. It often instead leads to further violent crime committed against those groups who have been demonized.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Islam is belief system that contributed to prominent scientific, political, and social innovations that ordered and improved the world.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Whilst a small number of Muslims were involved in this, the vast majority stand against extremism (link to article about the Muslim anti-extremism march in Cologne)",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","The abuse of the mass media seriously affects the capacity for discernment. If the symptoms persist, consult a psychologist. Most likely you became paranoid.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",The Islamic veil is the demonstration of political Islam.,hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","I musulmani non possono usare la forza per diffondere i propri principi, lo ordina una sura del Corano. Inoltre un'altra sura proclama la tolleranza religiosa.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Salve, davvero crede che commettere un'atrocità simile possa aiutare a risolvere il problema?",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Why do you want to do something so cruel? Where does your hatred come from?,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Jusqu'à présent vous démontrez que c est l inverse.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Salve, davvero ritiene che la scelta di introdurre in una parte del menù scolastico un cibo ritenuto comunque salutare come il cous cous sia sintomo di una presunta volontà di imporre una religione?",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Comment répandre la haine et les amalgames avec 4 lettres. Iste.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","If you can give me the definition of all the words you use, I may listen to your arguments, if you have any.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","I rather see a problem of intolerance, racism and xenophobia!",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Vers quel pays devrais je retourner? Je suis francais. Si vous connaissez un pays nommé Islamland ou Islmistan, merci de m en informer.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Change the pair of glasses, they are #islamophobic.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Non-muslims go back to your country!,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","It's a horrendous fact, but to generalize and direct the hatred on a single community is infamous. The problem of violence against women, and unfortunately, these hideous crimes are mostly committed by Italians, at home.",non-hate
